PageRank — full node ranking
==================================================================================
Sorted by raw score (descending).
Normalisation: log-normalised.
Total nodes: 6,765
==================================================================================

Rank    Node                                                       Raw Score  Norm Score
290     freezegun~                                                0.00030526    0.004059
291     tokenizers                                                0.00030430    0.004042
292     cloudpickle                                               0.00030342    0.004027
293     tifffile                                                  0.00030310    0.004022
294     googleapis-common-protos                                  0.00030154    0.003995
295     pycairo                                                   0.00030079    0.003982
296     myst-nb                                                   0.00030057    0.003978
297     sphinxcontrib-jquery                                      0.00030029    0.003973
298     termcolor                                                 0.00029847    0.003942
299     webencodings                                              0.00029740    0.003924
300     pytest-rerunfailures                                      0.00029715    0.003919
301     sympy                                                     0.00029618    0.003902
302     railroad-diagrams                                         0.00029590    0.003898
303     multidict                                                 0.00029453    0.003874
304     google-re2                                                0.00029426    0.003870
305     appdirs                                                   0.00029420    0.003868
306     sphinxcontrib-spelling                                    0.00029407    0.003866
307     cchardet                                                  0.00029162    0.003824
308     h5py                                                      0.00029143    0.003821
309     pytest-md-report                                          0.00029025    0.003800
310     flufl.flake8                                              0.00028881    0.003776
311     pathlib2                                                  0.00028840    0.003768
312     Werkzeug                                                  0.00028826    0.003766
313     aws-cdk.aws-ec2                                           0.00028713    0.003747
314     gprof2dot                                                 0.00028633    0.003733
315     ml_dtypes                                                 0.00028553    0.003719
316     testtools                                                 0.00028549    0.003718
317     twisted                                                   0.00028462    0.003703
318     keyring                                                   0.00028423    0.003697
319     pycares                                                   0.00028405    0.003694
320     readme-renderer                                           0.00028333    0.003681
321     deprecated                                                0.00028078    0.003637
322     lark                                                      0.00027980    0.003620
323     transifex-client                                          0.00027886    0.003604
324     plotly                                                    0.00027820    0.003593
325     more_itertools                                            0.00027746    0.003580
326     tiktoken                                                  0.00027385    0.003518
327     PyICU                                                     0.00027145    0.003477
328     pytest-subprocess                                         0.00026931    0.003440
329     domdf-python-tools                                        0.00026906    0.003435
330     mpmath                                                    0.00026881    0.003431
331     httpcore                                                  0.00026848    0.003425
332     opentelemetry-sdk~                                        0.00026765    0.003411
333     tenacity                                                  0.00026721    0.003403
334     zope.testrunner                                           0.00026669    0.003394
335     greenlet                                                  0.00026538    0.003372
336     soupsieve                                                 0.00026498    0.003365
337     itk-numerics                                              0.00026387    0.003346
338     fastnumbers                                               0.00026386    0.003346
339     jax                                                       0.00026368    0.003343
340     azure-mgmt-core                                           0.00026277    0.003327
